"pred","chemberta_pred","molformer_pred","molbert_pred","true"
0.713266897705952,0.12345970930379,0.8219434,0.96701926,1
0.755195771019847,0.451970936204824,0.93229526,0.9930688,1
0.776048094931059,0.915604369197129,0.9980155,0.99954575,1
0.772645850067376,0.923313024157585,0.98596174,0.99976414,1
0.773842110735658,0.924630383085514,0.99007684,0.99982256,1
0.770808890392956,0.92229566457642,0.9795758,0.9997949,1
0.212554427857199,0.147410672266214,0.11587534,0.1598332,1
0.77274773092034,0.921652803085359,0.9862996,0.99978405,1
0.773920157032968,0.883276857993197,0.99046797,0.99967444,1
0.755398646200013,0.899606136284603,0.9380039,0.9867993,1
0.160432813033488,0.0752169329013457,0.033518516,0.0001297728,1
0.773303506008051,0.899352810611584,0.988166,0.9998661,1
0.550577218703308,0.520606672187759,0.36482507,0.99815935,1
0.73452076628864,0.87304376470289,0.87857336,0.97730184,1
0.636268660370221,0.390610564756711,0.5867258,0.99243104,1
0.775909810825639,0.915584092121521,0.99797374,0.99899393,1
0.752664329621219,0.908660242143682,0.91905475,0.99918574,1
0.774562450461333,0.923214513364729,0.9925633,0.9998565,1
0.76041708865238,0.915419731823862,0.9442426,0.99979717,1
0.719860458083696,0.646459436845129,0.8177512,0.9968767,1
0.775934857038208,0.911663103553567,0.9976351,0.9995246,1
0.726370415787863,0.908256757521302,0.8359045,0.9989697,1
0.720313320507347,0.905233058434926,0.8173152,0.99912447,1
0.776169491836323,0.905923457573371,0.9985942,0.999356,1
0.449685962341618,0.896704390551716,0.13041925,0.98245215,1
0.737736267389861,0.905353866760683,0.8710376,0.9992424,1
0.756018648018798,0.906466579146698,0.93007314,0.9992157,1
0.752190372693146,0.87124997589684,0.91787237,0.9987257,1
0.383427571870604,0.810605871224152,0.093663104,0.8209112,1
0.245733976320439,0.128519197321617,0.09947837,0.32300302,1
0.16504556861615,0.24162567152905,0.05176823,0.0031202373,1
0.191312132053342,0.311192966158591,0.0445489,0.1484564,1
0.420174100918599,0.271633375899383,0.53640366,0.3861595,1
0.153659351442252,0.111279575129913,0.0021744692,0.000287648,1
0.312464906841065,0.185170061704389,0.5611295,0.0012740355,1
0.274066955638876,0.240692341627271,0.03922204,0.50985813,1
0.270894862969308,0.209020356158068,0.35428134,0.10571895,1
0.356604407785749,0.104796082028604,0.033185493,0.80878985,1
0.544019032215789,0.451319066582429,0.35217455,0.9938082,1
0.390379773076278,0.819831407550941,0.34292477,0.53302777,1
0.171872269947984,0.863314970154019,0.08120352,0.0034907116,1
0.194953481190367,0.64122910035259,0.16534719,0.015896423,1
0.202612773221775,0.14345506083648,0.2073134,0.000186939,1
