"pred","chemberta_pred","molformer_pred","molbert_pred","true"
0.625150852813449,0.969385440431554,0.7751568,0.095599465,1
0.00728659040985845,0.0051382190948536,1.1061943e-07,0.0006277571,0
0.00728425921917511,0.005043143007482,1.4816399e-07,0.00093432947,0
0.00726468541300094,0.0045835452384177,1.3676075e-07,0.0007044237,0
0.00730303134504231,0.0050139392720708,6.098378e-06,0.0050271805,0
0.00728880841515522,0.0051032307658072,4.0463863e-07,0.0013722433,0
0.00728072023575454,0.004758299327798,1.0060251e-05,0.0025601732,0
0.00736335132851047,0.0048346976484005,0.00012326169,0.01881794,0
0.00746904951460597,0.0046842117969716,2.289456e-05,0.041392487,0
0.00727768331860136,0.0048034253051006,1.9888154e-07,0.0015630607,0
0.00729836073893975,0.0050728974168558,2.4202228e-07,0.0035827532,0
0.00731374020257584,0.0057724786720294,1.7399445e-07,0.0009537725,0
0.00736528561440472,0.0070671370579869,4.7311957e-07,0.00076907786,0
0.00730471780304702,0.0055907069023014,1.044742e-07,0.0006081032,0
0.0143089568541467,0.0115373932038113,0.99376786,0.9608479,0
0.0108277239871948,0.0045392719680187,0.6459924,0.5992802,0
0.00790603445757075,0.0190184434844433,0.00042050926,0.008100474,0
0.0077273545411653,0.0101873608216056,0.0022659323,0.04682584,0
0.00732263836276571,0.0053280138379922,0.0005123995,0.0064450665,0
0.007433394516767,0.0085900243828372,4.354689e-07,0.0019649607,0
0.00728648048357035,0.0046843085047099,1.1248431e-07,0.0043548895,0
0.00968941224000733,0.004904514313385,0.048883546,0.42954305,0
0.00795036150370755,0.0203500796010571,0.00010050333,0.0054722787,0
0.0073723635655698,0.0048446659129647,0.00015084533,0.020566205,0
0.00845833788442594,0.0320718661610271,6.266632e-07,0.0014098964,0
0.00727261164390803,0.0047258263110029,1.3597653e-07,0.0011608829,0
0.00727561123057032,0.004863069018896,2.4247464e-07,0.00064422045,0
0.00769643924076556,0.0045418151855677,6.315598e-05,0.087461494,0
0.00745134809831046,0.006190890691068,6.970407e-05,0.02539454,0
0.00786003890074077,0.0045313959235104,0.049337104,0.11903965,0
0.00729761707102525,0.0054181547303464,1.4718253e-07,0.0005781251,0
0.00729160424046079,0.0047469014366763,8.020327e-07,0.0048897495,0
0.00730825364837415,0.0054345256571115,2.4818153e-05,0.0026225073,0
0.00728040601120119,0.004681673651689,1.2789941e-07,0.0031285835,0
0.00760285862949714,0.0061591171127076,0.0009018725,0.055787355,0
0.00726708001046623,0.0046187824696154,1.6945519e-07,0.0009065113,0
0.00730204663095766,0.0053708701714263,2.1553558e-07,0.0018768152,0
0.00746106464837427,0.0045286962106825,0.013770423,0.04107622,0
0.00741952289890549,0.0078733015884212,4.633394e-05,0.005090128,0
0.00740613322908154,0.0069181853744642,4.180129e-05,0.010276843,0
0.00732533129971185,0.0060264688500316,3.23258e-07,0.0012254572,0
0.00726598810367713,0.0045798384433799,1.04784725e-07,0.0010033605,0
0.00727086087854522,0.0047652402308582,8.1807144e-08,0.00047499826,0
0.00745217578170336,0.0083711740245502,0.00014978669,0.0075496887,0
0.00753718679792157,0.0051018885015006,6.7452e-05,0.051534936,0
0.00726354180713249,0.004556875022131,1.7556812e-07,0.0006891556,0
0.00738991567290944,0.0046834548774643,0.15783066,0.02545686,0
0.00731933474731568,0.0059243200401187,3.0953643e-07,0.00084373093,0
0.00727017673900438,0.0045656380835519,1.1506588e-06,0.0019830784,0
0.00893382906936911,0.0240437071653812,0.000855524,0.14969166,0
0.00727990912854606,0.0048061078227697,4.445908e-07,0.0019985095,0
0.00726998842875694,0.0046882040319287,2.1444461e-07,0.0009318126,0
0.00753438818257704,0.0110238098938525,1.6698624e-07,0.0020586594,0
0.00730648486155941,0.0049201486485126,0.00015093166,0.0065094857,0
0.00735287045535074,0.0054732093361132,0.043675393,0.011411533,0
0.00729669300224491,0.0048295842356732,9.331961e-06,0.0052507385,0
0.0077305187226508,0.0148402315547456,5.5986754e-07,0.009001876,0
0.00739185207710327,0.0044255839602552,0.011436244,0.027979221,0
0.0072621990410291,0.0045364588392676,8.244138e-08,0.00058114866,0
0.0136045141656858,0.110991833692826,3.883296e-06,0.06320615,0
0.00726319458359879,0.0045861207654779,9.755076e-08,0.00037602262,0
0.00757726846278129,0.0047342689791274,0.04598258,0.062510915,0
0.00730858750524551,0.0050514402554638,0.00030132514,0.0058554984,0
0.43132876104608,0.83905544533329,1.0618356e-06,0.0017596369,0
